"state","county","year","count","total_size","average_cost_per_watt","sum_cost","concat_code","state_code","county_code"
"CA","Humboldt","2007",170,469.4848,7.8323582725635294,3483966.6,"06023","06","023"
"CA","Imperial","2007",11,72.5,8.56982142855,47990,"06025","06","025"
"CA","Inyo","2007",11,1255.485,7.5884512891090909,8909288.67,"06027","06","027"
"CA","Kern","2007",431,7323.539,8.2245915732139211,52343752.94,"06029","06","029"
"CA","Kings","2007",103,3126.856,7.6140546871135922,21315583.36,"06031","06","031"
"CA","Lake","2007",117,3906.836,8.2892719363589744,31718582.48,"06065","06","065"
"CA","Los Angeles","2007",2016,27745.90402584,8.2583633616828529,208262985.63,"06037","06","037"
"CT","Fairfield","2007",38,747.723,8.8508982457,4747477.83,"09039","09","039"
"AK","Fairbanks North Star","2007",2,18.5,,,"02090","02","090"
"CT","Middlesex","2007",10,78.855,8.78077523231,675424.78,"09023","09","023"
"CA","Madera","2007",175,1180.12188,7.4121910804685714,8777198.96,"06039","06","039"
"CA","Marin","2007",805,5279.88244,8.2180600950981366,41790422.09,"06041","06","041"
"CA","Mariposa","2007",22,117.615,8.3392353504409091,1007798.54,"06043","06","043"
"CA","Mendocino","2007",171,1096.0524,8.1422675071894737,8778415.31,"06045","06","045"
"CA","Merced","2007",139,2512.9932,7.7944905518769784,18982885.79,"06047","06","047"
"CA","Mono","2007",46,512.193,8.6644593558543478,3848993.34,"06051","06","051"
"CA","Monterey","2007",193,1313.117556,8.9633393558772021,11306131.66,"06053","06","053"
"CA","Napa","2007",483,7839.72882433,8.0058706425355509,54285665.57,"06055","06","055"
"CA","Nevada","2007",231,1235.5565576,8.1548606657354978,9457112.07,"06057","06","057"
"CA","Orange","2007",720,13582.23192483,8.0708144068097222,96402776.45,"06059","06","059"
"CA","Placer","2007",764,7811.79713759,7.9911149273623037,54930827.08,"06061","06","061"
"CA","Plumas","2007",16,54.178,9.11405136139375,486572.2,"06063","06","063"
"CA","Riverside","2007",1054,18501.34002,8.1207464575522574,134461422.31,"06065","06","065"
"CA","Sacramento","2007",374,2189.294,8.0544851226242188,11227759.34,"06067","06","067"
"CA","San Benito","2007",51,360.544,8.133679933584,2835908.7,"06069","06","069"
"CA","San Bernardino","2007",529,11949.8692793,7.9736647477448015,79446251.33,"06071","06","071"
"FL","Citrus","2007",1,2,7.9,15800,"12017","12","017"
"CA","San Diego","2007",2330,26547.877272939,7.8555218695762132,194272132.81,"06073","06","073"
"CA","San Luis Obispo","2007",556,5818.66696981,8.4809829439816547,43456354.91,"06079","06","079"
"CA","San Mateo","2007",792,6285.49296,8.3739367445108861,54151617.51,"06081","06","081"
"CA","Santa Barbara","2007",274,2694.23716556,8.4608022267675182,21455945.78,"06083","06","083"
"CA","Santa Clara","2007",2575,25036.442848398,7.9734505512807618,196177109.52,"06085","06","085"
"CA","Santa Cruz","2007",524,3159.74884,8.2667293210148855,25967918.8,"06087","06","087"
"CA","Shasta","2007",153,1319.2329276,7.9475454404660131,9748774.97,"06089","06","089"
"CA","Sierra","2007",2,8.16,10.32873161765,84272.1,"06091","06","091"
"CA","Solano","2007",450,8403.5869803,8.2456756604747073,66534867.534,"06095","06","095"
"CA","Sonoma","2007",781,9404.77806352,8.2518795528971576,69800933.56,"06097","06","097"
"CA","Stanislaus","2007",74,1895.697,7.5506715195202703,13341456.81,"06099","06","099"
"CA","Sutter","2007",118,1545.4004586,7.6364234701584746,11789961.42,"06101","06","101"
"CA","Tehama","2007",78,609.828,8.1739288258653846,4797663.4,"06103","06","103"
"CA","Tulare","2007",354,5514.943,7.7126204229644068,38497785.5,"06107","06","107"
"CA","Tuolumne","2007",78,645.859,8.1467365203179487,5160418.83,"06109","06","109"
"CA","Ventura","2007",586,7103.437788,8.1482563560221843,48431911.74,"06111","06","111"
"CT","Windham","2007",17,1076.19,8.1620938410647059,8154917.1,"09025","09","025"
"CA","Yolo","2007",179,3750.10318641,7.9198051761558659,25031016.51,"06113","06","113"
"CA","Yuba","2007",78,503.60388,7.8571979339935897,3860559.93,"06115","06","115"
"CO","Adams","2007",1,2.85,,,"08001","08","001"
"CO","Boulder","2007",155,934.91,10.58,25400,"08013","08","013"
"CO","Conejos","2007",1,8220,7.3,60000000,"08021","08","021"
"CO","Gilpin","2007",1,3.7,,,"08047","08","047"
"CO","Jefferson","2007",22,101.061,7.99,49300,"08059","08","059"
"CO","Larimer","2007",1,9.84,,,"08069","08","069"
"CO","Mesa","2007",6,39.48,7.5,296100,"08077","08","077"
"CO","Pueblo","2007",1,6.2,12.22,75750,"08101","08","101"
"DE","Kent","2007",17,106.631,8.3404673510166667,675278.49,"10081","10","081"
"DE","New Castle","2007",72,428.26,8.6273432404030769,3269157.77,"10003","10","003"
"DE","Sussex","2007",39,417.156,8.6497400562088235,3500823,"10037","10","037"
"FL","Alachua","2007",41,211.05,8.3538141854487805,1730765.67,"12001","12","001"
"FL","Brevard","2007",2,6.4,6.8775,44000,"12009","12","009"
"FL","Charlotte","2007",2,10.5,9.71214285715,102000,"12037","12","037"
"FL","Clay","2007",4,15.68,9.403374125875,142832,"12021","12","021"
"FL","Collier","2007",2,5.824,10.47109203295,60990,"12021","12","021"
"FL","Duval","2007",2,6.08,8.05960526315,49000,"12131","12","131"
"FL","Flagler","2007",2,8.64,10.41833333335,90000,"12035","12","035"
"RI","Washington","2007",6,34.1,,,"44023","44","023"
"FL","Hillsborough","2007",4,25.2,,,"12011","12","011"
"FL","Leon","2007",5,60.12,9.40896296296,463304,"12073","12","073"
"FL","Liberty","2007",4,100.096,6.75995524295,676640,"12051","12","051"
"FL","Marion","2007",2,4.2,,,"12089","12","089"
"FL","Martin","2007",1,2.7,7.41,20000,"12091","12","091"
"FL","Miami-Dade","2007",4,9.2,11.81,37800,"12086","12","086"
"FL","Orange","2007",12,69.644,7.66394380525,430910.8,"12059","12","059"
"FL","Osceola","2007",2,9.6,10,96000,"12097","12","097"
